title,description,link,likes,author,author_username,timestamp,mentions_in_caption,hashtags,scraped_at,views,shares,comments
DINASTI ITU APA..??!!,,https://www.tiktok.com/@belajar.politik24/video/7322017165614566661,0.0,@belajar.politik24,belajar.politik24,2024-01-09T00:00:00+00:00,[],[],2025-08-27 02:28:59,,0.0,0.0
[POLITIK SAYANG ANAK : PENYELEWENGAN KEKUASAAN UNTUK MEWUJUDKAN DINASTI POLITIK],,https://www.tiktok.com/@bem.unpad/video/7334985864914750725,0.0,@bem.unpad,bem.unpad,2024-02-13T00:00:00+00:00,[],[],2025-08-26 07:41:04,,0.0,0.0
,,https://www.tiktok.com/@beritaviralnow_/video/7541042474408627512,0.0,@,,2025-08-22T09:03:05.340486+00:00,[],[],2025-08-22 09:03:05,,0.0,0.0
Yg kemaren rame soal politik dinasti Asian Value human right,,https://www.tiktok.com/@bersumber.id/video/7379590928215985413,32.0,@bersumber.id,bersumber.id,2024-06-12T00:00:00+00:00,[],[],2025-08-22 08:46:48,,0.0,0.0
"Pernyataan Presiden Prabowo Subianto mengenai konsep “serakahnomic” sindiran terhadap kelompok yang dianggap rakus menguasai sumber daya negara memicu beragam reaksi. Salah satunya datang dari Ketua Dewan Direktur Great Institute, Syahganda Nainggolan, yang justru mengaitkan istilah tersebut dengan keluarga Presiden Joko Widodo.",,https://www.tiktok.com/@beyondprojectofficial/video/7530738225539861768,19.0,@beyondprojectofficial,beyondprojectofficial,2025-07-25T00:00:00+00:00,[],[],2025-08-27 02:29:04,,0.0,0.0
Wakil Ketua Umum Partai Garuda Teddy Gusnaidi memberi sorotan tajam persoalan Dinasty Politik.,,https://www.tiktok.com/@beyondprojectofficial/video/7532925275512851719,1474.0,@beyondprojectofficial,beyondprojectofficial,2025-07-31T00:00:00+00:00,[],[],2025-08-27 02:29:01,,0.0,0.0
harus sampai ke presiden si informasinya,,https://www.tiktok.com/@bilajano1/video/7537323039843749176,28.0,@bilajano1,bilajano1,2025-08-11T00:00:00+00:00,[],[],2025-08-20 06:50:54,,0.0,0.0
Dipilih rakyat itu sah. Tapi rakyat juga berhak nanya: lo bener kerja gak?jangan asal dompleng nama besar bapaknya saja. kalau bisa kerja ya rakyat harus dukung.,,https://www.tiktok.com/@bisikan.nuswantara/video/7530834087288884488,89.0,@bisikan.nuswantara,bisikan.nuswantara,2025-07-25T00:00:00+00:00,[],[],2025-08-27 02:28:58,,0.0,0.0
sepiring nasi terasa kenyang bagi rakyat... 1 triliyun bagi mereka masih terasa kurang,,https://www.tiktok.com/@bocah.kampung730/video/7527529144779918648,130.0,@bocah.kampung730,bocah.kampung730,2025-07-16T00:00:00+00:00,[],[],2025-08-27 02:29:02,,0.0,0.0
"ternyata kenaikan PBB yg cukup signifikan tidak hanya terjadi di Pati Jawa Tengah , kemarin di kabupaten Bone juga menyusul aksi demo , yg menuntut Kebijakan pemerintah atas kenaikan PBB 300% , mungkin Pati memang menjadi titik awal revolusi , supaya daerah yg lain bisa melanjutkan perjuangan , menuntut keadilan",,https://www.tiktok.com/@bocah.lali.omah43/video/7540412722198908178,465.0,@bocah.lali.omah43,bocah.lali.omah43,2025-08-21T20:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Hanya ada di Indonesia, Kekuasaan diwariskan kepada anak, sementara Hutang diwariskan kepada rakyat 🤪",,https://www.tiktok.com/@bocahe.indonesia/video/7420645712456731921,0.0,@bocahe.indonesia,bocahe.indonesia,2024-10-01T00:00:00+00:00,[],[],2025-08-27 02:29:01,,0.0,0.0
Para Pejabat Anjin***❗,,https://www.tiktok.com/@bocahe.indonesia/video/7541270179221720326,0.0,@bocahe.indonesia,bocahe.indonesia,2025-08-23T02:29:02.679637+00:00,[],[],2025-08-27 02:29:02,,0.0,0.0
Bobby Nasution dan Dinasti Politik Jokowi,,https://www.tiktok.com/@bocoraluspolitik/video/7526042261667204360,1842.0,@bocoraluspolitik,bocoraluspolitik,2025-07-14T00:00:00+00:00,[],[],2025-08-27 02:28:59,,0.0,0.0
"H-29 Hari menuju 14 Februari 2024. Tentukan pilihanmu, lihat rekam jejak dan visi misi program unggulannya. Jangan Golput! 5 menit di TPS, menentukan 5 tahun arah Indonesia.",,https://www.tiktok.com/@bolone_usman/video/7324117825180716293,113.0,@bolone_usman,bolone_usman,2024-01-15T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Ribeeett 😵,,https://www.tiktok.com/@bongkar_politik/video/7338749546442411270,77.0,@bongkar_politik,bongkar_politik,2024-02-23T00:00:00+00:00,[],[],2025-08-20 06:50:53,,0.0,0.0
menuju 76 th Indonesiaku❤️🇲🇨,,https://www.tiktok.com/@boredombusters_/video/6995751950335642907,5776.0,@boredombusters_,boredombusters_,2021-08-13T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Kamu sudah berapa kali nyoblos nih?,,https://www.tiktok.com/@boru_siappudan2601/video/7441020786304978183,5372.0,@boru_siappudan2601,boru_siappudan2601,2024-11-25T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Gibran Mulai disingkirkan Prabowo,,https://www.tiktok.com/@bossales57/video/7332657115410009350,0.0,@bossales57,bossales57,2024-02-07T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Kata” hari ini pak Hansip 🫡,,https://www.tiktok.com/@bowo_s04/video/7335266873346493701,106.0,@bowo_s04,bowo_s04,2024-02-14T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@bravo_0677/video/7535002455562636562,0.0,@,,2025-08-22T09:03:11.711290+00:00,[],[],2025-08-22 09:03:11,,0.0,0.0
"Menko bidang pangan,Berkata"" Rakyat tidak boleh meminta minta pada pemerintah",,https://www.tiktok.com/@bravo_0677/video/7537877553667771655,20.0,@bravo_0677,bravo_0677,2025-08-15T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Bapak ini kritik Presiden RI ,kebijakanya ngawur semua",,https://www.tiktok.com/@bravo_0677/video/7538840048800763144,0.0,@bravo_0677,bravo_0677,2025-08-18T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@brengoz298/video/7382209270101724421,0.0,@brengoz298,brengoz298,2024-06-19T00:00:00+00:00,[],[],2025-08-27 02:28:57,,0.0,0.0
Partai Dinasti Politik,,https://www.tiktok.com/@brengoz298/video/7389747445686619397,297.0,@brengoz298,brengoz298,2024-07-10T00:00:00+00:00,[],[],2025-08-27 02:29:00,,0.0,0.0
,,https://www.tiktok.com/@brengoz298/video/7400496048138947846,188.0,@brengoz298,brengoz298,2024-08-08T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Negara ini gak peduli lo makan atau enggak.,,https://www.tiktok.com/@brewoksimotivator/video/7532788920073997624,520.0,@brewoksimotivator,brewoksimotivator,2024-07-30T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Merdeka ndasmu,,https://www.tiktok.com/@buzzer.net18/video/7538983649996279046,3233.0,@buzzer.net18,buzzer.net18,2025-08-18T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Tapi ini bukan soal budidaya ikan👀👀,,https://www.tiktok.com/@calonanggota.dpr/video/7511665792769953042,4174.0,@calonanggota.dpr,calonanggota.dpr,2025-06-03T00:00:00+00:00,[],[],2025-08-26 07:41:12,,0.0,0.0
Serba-Serbi Pemilu 2024,,https://www.tiktok.com/@calya.abu/video/7329475042172030213,1203.0,@calya.abu,calya.abu,2024-01-29T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@captain_on_the_line/video/7330720897210354950,135.0,@captain_on_the_line,captain_on_the_line,2024-02-02T00:00:00+00:00,[],[],2025-08-22 04:19:51,,0.0,0.0
"Ucapan Keras Seorang ""Islah Bahrawi"" Terhadap Politik Dinasti (Politik Keluarga) Jokowi",,https://www.tiktok.com/@catatan_bangdeon.01/video/7365389118261447941,81.0,@catatan_bangdeon.01,catatan_bangdeon.01,2024-05-05T00:00:00+00:00,[],[],2025-08-22 04:19:55,,0.0,0.0
Politik Dinasti Jokowi Akan Sampai Kemana ?,,https://www.tiktok.com/@catatan_bangdeon.01/video/7401426348822121733,191.0,@catatan_bangdeon.01,catatan_bangdeon.01,2024-08-10T00:00:00+00:00,[],[],2025-08-20 06:17:57,,0.0,0.0
"""Rakyat Bersuara""",,https://www.tiktok.com/@catatan_bangdeon.01/video/7443423661438012680,2547.0,@catatan_bangdeon.01,catatan_bangdeon.01,2024-12-01T00:00:00+00:00,[],[],2025-08-27 02:29:04,,0.0,0.0
rekening diblokir PPATK peraturan pemerintah terbaru,,https://www.tiktok.com/@cbngcu/video/7532067525954227474,41.0,@cbngcu,cbngcu,2024-07-28T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@ccha.marsha_valverde/video/7540496253398863110,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
PRESIDEN RI ADA 9 BUKAN 7 ORANG,,https://www.tiktok.com/@cctvsulawesi7/video/7243297818331499782,0.0,@cctvsulawesi7,cctvsulawesi7,2023-06-11T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"sosok CaBup yang paling banyak di sorot di Lampung, karena kampanye yang selalu membuat warganet geram",,https://www.tiktok.com/@ceceftz/video/7440459110526586167,0.0,@ceceftz,ceceftz,2024-11-23T00:00:00+00:00,[],[],2025-08-27 02:29:06,,0.0,0.0
Semoga pemilu ini lekas berlalu dan kita bisa tertawa bersama lagi tanpa saling hujat 😊,,https://www.tiktok.com/@cekhargayuk/video/7321649512047480069,0.0,@cekhargayuk,cekhargayuk,2024-01-08T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Dinasti Politik dalam Demokrasi,,https://www.tiktok.com/@ceritatigapuluhdetik/video/7526916898433355026,121.0,@ceritatigapuluhdetik,ceritatigapuluhdetik,2025-07-14T00:00:00+00:00,[],[],2025-08-26 07:41:14,,0.0,0.0
Kieu suasana tempat pemungutan suara di lembur kuring mah sobat CT. Kalah menang tetap kita satu bangsa.. 😍,,https://www.tiktok.com/@cikaramattv/video/7335431329426820357,176.0,@cikaramattv,cikaramattv,2024-02-14T00:00:00+00:00,[],[],2025-08-20 06:50:55,,0.0,0.0
Dinasty,,https://www.tiktok.com/@cinews.id/video/7292520171225353477,3940.0,@cinews.id,cinews.id,2023-10-22T00:00:00+00:00,[],[],2025-08-27 02:29:01,,0.0,0.0
Saksikan program spesial,,https://www.tiktok.com/@cnnindonesia/video/7330462056598080775,106.0,@cnnindonesia,cnnindonesia,2024-02-01T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Berikut hasil hitung cepat (quick count) dari beberapa lembaga survei dengan total suara sementara yang masuk sebesar 30-40 persen sampai pukul 15.04 WIB.,,https://www.tiktok.com/@cnnindonesia/video/7335372089085480210,0.0,@cnnindonesia,cnnindonesia,2024-02-14T00:00:00+00:00,[],[],2025-08-20 06:50:45,,0.0,0.0
"segini rata2 pendapatan petinggi negara, itu termasuk tunjangan ya 🤌🏻💶💶",,https://www.tiktok.com/@connectedatid/video/7428610598469913861,0.0,@connectedatid,connectedatid,2024-10-22T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
5 Dinasti Politik di Indonesia. Siapa yang paling hebat ? #s,,https://www.tiktok.com/@creative.trader2.0/video/7335766949026073862,101.0,@creative.trader2.0,creative.trader2.0,2024-02-15T00:00:00+00:00,[],['#s'],2025-08-27 02:29:07,,0.0,0.0
Seberapa Kuat Elektabilitas PKS Salah Satu Partai Penentu Kemenangan di Pemilu 2024?,,https://www.tiktok.com/@daftar.populer/video/7199571627447749890,3902.0,@daftar.populer,daftar.populer,2023-02-14T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
fakta terjadi,,https://www.tiktok.com/@dancukjaran5/video/7366651529245297926,0.0,@dancukjaran5,dancukjaran5,2024-05-08T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
created by KISUNDA with KISUNDA’s suara asli - KISUNDA,created by KISUNDA with KISUNDA’s suara asli - KISUNDA,https://www.tiktok.com/@darsono8082/video/7534920383250566418,542.0,@darsono8082,darsono8082,2024-08-05T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@dataindonesia.id/video/7429143641878203654,0.0,@,,2025-08-22T09:03:13.171255+00:00,[],[],2025-08-22 09:03:13,,0.0,0.0
Masih tentang politik dinasti yang kontroversi😌,,https://www.tiktok.com/@daulatrakyat.official/video/7300958523968457989,0.0,@daulatrakyat.official,daulatrakyat.official,2023-11-13T00:00:00+00:00,[],[],2025-08-27 02:28:58,,0.0,0.0
Banyak pak masyarakatmu yang bermuka sedih.,,https://www.tiktok.com/@debiabdullahroy/video/7474609698495319302,69.0,@debiabdullahroy,debiabdullahroy,2024-02-23T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Pemilu 2024 tinggal menghitung hari, yakni hari Rabu 14 Februari 2024. Semua warga negara Indonesia punya hak untuk memilih dan pasti sudah punya pilihan.",,https://www.tiktok.com/@dedirasyidasmin/video/7334237957148216582,3.0,@dedirasyidasmin,dedirasyidasmin,2024-02-11T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@dekafwa91/video/7534185611377282360,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@dekdim20/video/7533646216819723528,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@delta.channel05/video/7535001697295469829,0.0,@,,2025-08-22T09:03:07.939060+00:00,[],[],2025-08-22 09:03:07,,0.0,0.0
,,https://www.tiktok.com/@deniesajanuar/video/7539478323647237382,0.0,@deniesajanuar,deniesajanuar,2025-08-20T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@deniesajanuar/video/7539912326447664440,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
Prabowo Deklarasi Kemenangan Quick Count: Kita Rangkul Semua Unsur,,https://www.tiktok.com/@deobere/video/7335454265579736325,0.0,@deobere,deobere,2024-02-14T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Dinasti Politik Sudah Jadi akar, buat apa ada partai politik, dinasti poltik jokowi menghancurkan tatanan pokitik",,https://www.tiktok.com/@deskmadura/video/7393142672573172998,2247.0,@deskmadura,deskmadura,2024-07-19T00:00:00+00:00,[],[],2025-08-27 02:29:00,,0.0,0.0
,,https://www.tiktok.com/@deswantiktok/video/7320620306115087622,230.0,@deswantiktok,deswantiktok,2024-01-05T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Pajak dinaikan untuk pesta pora para elit di negri ini. 😭,,https://www.tiktok.com/@devif.firdaus/video/7538986352365292821,728.0,@devif.firdaus,devif.firdaus,2025-08-18T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Asik datang,,https://www.tiktok.com/@dewa_anto/video/7329156618547973382,3194.0,@dewa_anto,dewa_anto,2024-01-28T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
RESTU PAK JOKOWI UNTUK GANJAR PRANOWO CAPRES 2024,,https://www.tiktok.com/@dhanika_12/video/7200183441617423617,0.0,@dhanika_12,dhanika_12,2023-02-15T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@dinasmarso/video/7539728580574481671,0.0,@,,2025-08-20T06:34:19+00:00,[],[],2025-08-20 06:34:18,,0.0,0.0
,,https://www.tiktok.com/@dinasmarso/video/7541283861733444882,0.0,@,,2025-08-22T09:03:06.392529+00:00,[],[],2025-08-22 09:03:06,,0.0,0.0
Gimana tanggapan kalian guys?,,https://www.tiktok.com/@dinasti_politik/video/7483026810729483528,912.0,@dinasti_politik,dinasti_politik,2025-03-18T00:00:00+00:00,[],[],2025-08-27 02:29:06,,0.0,0.0
Menyala unhasku!🔥,,https://www.tiktok.com/@dinosaunus/video/7405930572339498245,0.0,@dinosaunus,dinosaunus,2024-08-22T00:00:00+00:00,[],[],2025-08-26 07:41:08,,0.0,0.0
"Mendekati masa akhir jabatannya, Jokowi coba memperpanjang masa jabatan presiden.",,https://www.tiktok.com/@dion_wahyu/video/7398002901219560709,3771.0,@dion_wahyu,dion_wahyu,2024-08-01T00:00:00+00:00,[],[],2025-08-27 02:28:59,,0.0,0.0
Dinasty Kera jaan MASA PAHIT...🫢😅,,https://www.tiktok.com/@doctorauto18/video/7348027595579051270,935.0,@doctorauto18,doctorauto18,2024-03-19T00:00:00+00:00,[],[],2025-08-26 07:41:08,,0.0,0.0
"Pada tanggal 14 Februari 2024, Pastikan kita bergerak Sat-Set dengan mencoblos Ganjar-Mahfud sebagai Capres dan Cawapres 2024.",,https://www.tiktok.com/@dpppdiperjuangan/video/7325477023860755717,407.0,@dpppdiperjuangan,dpppdiperjuangan,2024-01-18T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@dunia.sjr/video/7540261396714491143,0.0,@,,2025-08-20T06:34:19+00:00,[],[],2025-08-20 06:34:19,,0.0,0.0
Surga jalur WNI,,https://www.tiktok.com/@dust_19/video/7539344855777037624,0.0,@dust_19,dust_19,2025-08-19T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Ribuan mahasiswa melakukan aksi demonstrasi sembilan tahun pemerintahan Presiden Joko Widodo di kawasan Patung Kuda, Jakarta Pusat pada Jumat, 20 Oktober 2023.",,https://www.tiktok.com/@dw_nesia/video/7292609381806656774,0.0,@dw_nesia,dw_nesia,2023-10-22T00:00:00+00:00,[],[],2025-08-26 07:41:09,,0.0,0.0
REKAPITULASI AKHIR,,https://www.tiktok.com/@dwiasnawi.indimatric/video/7347712004301311238,0.0,@dwiasnawi.indimatric,dwiasnawi.indimatric,2024-03-18T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Peraturan apalagi nih?? 😓,,https://www.tiktok.com/@dwikaanita/video/7534115668870876434,4005.0,@dwikaanita,dwikaanita,2024-08-03T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@dwipantarapost.com/video/7540372754663607570,0.0,@,,2025-08-20T08:51:16+00:00,[],[],2025-08-20 08:51:16,,0.0,0.0
"""Video ini mengungkapkan bagaimana dinasti politik telah membentuk lanskap pemerintahan dan pengaruh kekuasaan di berbagai negara. Dari generasi ke generasi, dinasti politik sering kali menjadi pusat pengambilan keputusan yang menentukan arah pembangunan dan kebijakan. Dalam perjalanan sejarah, banyak keluarga yang telah menguasai kursi kekuasaan, memperlihatkan bagaimana hubungan darah dan kekayaan politik bisa saling terjalin, menciptakan tantangan baru bagi demokrasi dan pemerintahan yang transparan. Apa dampak dari dominasi dinasti politik terhadap sistem politik, dan bagaimana hal ini mempengaruhi kebebasan rakyat serta keberlanjutan negara? Temukan jawabannya dalam video ini!""",,https://www.tiktok.com/@dzamuzi/video/7541619318786657554,3.0,@dzamuzi,dzamuzi,2025-08-24T02:29:06.933456+00:00,[],[],2025-08-27 02:29:06,,0.0,0.0
created by Egi Saputra with Hanie Anggraeni’s suara asli - Hanie Anggraeni,created by Egi Saputra with Hanie Anggraeni’s suara asli - Hanie Anggraeni,https://www.tiktok.com/@egi.saputra2718/video/7331031485421538565,25.0,@egi.saputra2718,egi.saputra2718,2024-02-02T00:00:00+00:00,[],[],2025-08-20 06:50:54,,0.0,0.0
dinasti politik:wakil presiden nga ada ⁉️,,https://www.tiktok.com/@eksplorasiakal/video/7277724006633999622,3501.0,@eksplorasiakal,eksplorasiakal,2023-09-12T00:00:00+00:00,[],[],2025-08-22 04:19:56,,0.0,0.0
Orang yang bener2 mencintai NKRI itu ya salah satunya buya tengku❤️,,https://www.tiktok.com/@elyahhand/video/7532451797923810568,0.0,@elyahhand,elyahhand,2024-07-29T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Setelah tiada baru terasa, ya allah buya😭❤️",,https://www.tiktok.com/@elyahhand/video/7532852736342134023,0.0,@elyahhand,elyahhand,2024-07-30T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@emsa.salim/video/7539080162785103110,86.0,@emsa.salim,emsa.salim,2025-08-19T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@emyrawity/video/7536829955800616248,0.0,@,,2025-08-20T06:34:31+00:00,[],[],2025-08-20 06:34:31,,0.0,0.0
,,https://www.tiktok.com/@emyrawity/video/7537932985501322501,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@emyrawity/video/7538756877031886085,0.0,@,,2025-08-22T09:03:07.763549+00:00,[],[],2025-08-22 09:03:07,,0.0,0.0
"Rakyat RI makin miskin,pejabatnya Tambah mewah Mobil Dinas Tembus Rp 1 M !???",,https://www.tiktok.com/@endi8116/video/7533419460187704583,0.0,@endi8116,endi8116,2024-08-01T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
"Menurut kalian akan ada yang lebih gede dari nomor 1 gak? 👀 Buat kalian yang berencana cari kerja setelah Lebaran, bisa cek link ini ya 👉 id.epicareer.com ada info loker Sales, Marketing, dan masih banyak lainnya 🤩",,https://www.tiktok.com/@epicareerid/video/7354190168686972166,1863.0,@epicareerid,epicareerid,2024-04-05T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Tanpa di sadari politik dinasti terus berjalan,,https://www.tiktok.com/@er.media.podcast/video/7527952127096851719,2008.0,@er.media.podcast,er.media.podcast,2025-07-17T00:00:00+00:00,[],[],2025-08-26 07:41:11,,0.0,0.0
,,https://www.tiktok.com/@eric_sambora/video/7531755926072593669,658.0,@eric_sambora,eric_sambora,2025-07-27T00:00:00+00:00,[],[],2025-08-27 02:28:58,,0.0,0.0
,,https://www.tiktok.com/@erric.permana/video/7335971916295064837,17.0,@erric.permana,erric.permana,2024-02-16T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@esdegan__/video/7475265475790818567,0.0,@,,2025-08-20T06:34:30+00:00,[],[],2025-08-20 06:34:30,,0.0,0.0
HOKAGE INDONESIA 1-8 #ai #aiart,,https://www.tiktok.com/@esdegan__/video/7519541413671914770,0.0,@esdegan__,esdegan__,2025-06-24T00:00:00+00:00,[],"['#ai', '#aiart']",2025-08-22 09:03:17,,0.0,0.0
,,https://www.tiktok.com/@estehmager.takeran/video/7244127025013837062,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@ethicpolitic/video/7355021861706648838,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
"Depolitisasi- ""Politik itu kotor,..",,https://www.tiktok.com/@ethicpolitic/video/7380287637606665477,0.0,@ethicpolitic,ethicpolitic,2024-06-14T00:00:00+00:00,[],[],2025-08-27 02:29:01,,0.0,0.0
,,https://www.tiktok.com/@ethicpolitic/video/7382050794759113989,0.0,@,,,[],[],2025-08-22 04:19:48,,0.0,0.0
"Jadi politik dinasti itu menurut Alam Ganjar, putra Ganjar Pranowo, oke?",,https://www.tiktok.com/@everestmediaid/video/7294087165460368645,1441.0,@everestmediaid,everestmediaid,2023-10-26T00:00:00+00:00,[],[],2025-08-27 02:28:59,,0.0,0.0
Islam,,https://www.tiktok.com/@eyang.gieva/video/7428969957653777670,184.0,@eyang.gieva,eyang.gieva,2024-10-23T00:00:00+00:00,[],[],2025-08-22 08:46:43,,0.0,0.0
pemilu tahun 2024,,https://www.tiktok.com/@f3ndy7/video/7335258293893418246,54.0,@f3ndy7,f3ndy7,2024-02-14T00:00:00+00:00,[],[],2025-08-20 06:50:51,,0.0,0.0
mbh lah🗿,,https://www.tiktok.com/@fadli.fadilah932/video/7486840684499012884,14.0,@fadli.fadilah932,fadli.fadilah932,2024-03-28T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
jjl mbk fypp,,https://www.tiktok.com/@fadli.fadilah932/video/7503145732535274768,14.0,@fadli.fadilah932,fadli.fadilah932,2024-05-11T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
pns,,https://www.tiktok.com/@fadli.fadilah932/video/7503455024610086145,28.0,@fadli.fadilah932,fadli.fadilah932,2024-05-12T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
jlengut mantiranom tuntas✨,,https://www.tiktok.com/@fadli.fadilah932/video/7510456778635709697,14.0,@fadli.fadilah932,fadli.fadilah932,2024-05-31T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Politik DINASTI di Negeri KONOHA.,,https://www.tiktok.com/@faisal.digdayaditama/video/7397300405052427526,443.0,@faisal.digdayaditama,faisal.digdayaditama,2024-07-30T00:00:00+00:00,[],[],2025-08-22 04:19:53,,0.0,0.0
,,https://www.tiktok.com/@faizin_ah/video/7313313654756232454,1117.0,@faizin_ah,faizin_ah,2023-12-17T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@fajar_bangka/video/7539782116218014993,0.0,@,,2025-08-22T09:03:09.134992+00:00,[],[],2025-08-22 09:03:09,,0.0,0.0
Politik dinasti Banten,,https://www.tiktok.com/@fajartea_855567778/video/7298996077292768517,32.0,@fajartea_855567778,fajartea_855567778,2023-11-08T00:00:00+00:00,[],[],2025-08-22 08:46:48,,0.0,0.0
,,https://www.tiktok.com/@fakta.dunia10/video/7537646438122016005,0.0,@,,2025-08-22T09:03:06.137701+00:00,[],[],2025-08-22 09:03:06,,0.0,0.0
Hanya No. 1 yang paling menawan ❤,,https://www.tiktok.com/@faktaanies/video/7307588499077729542,0.0,@faktaanies,faktaanies,2023-12-01T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
,,https://www.tiktok.com/@fbatruestory/video/7455154460382317832,0.0,@,,2025-08-22T09:03:16.058511+00:00,[],[],2025-08-22 09:03:16,,0.0,0.0
,,https://www.tiktok.com/@febii_septiana/video/7539907849736981776,0.0,@febii_septiana,febii_septiana,2025-08-21T03:25:45+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
kompilasi veo3,,https://www.tiktok.com/@felicia_olshop02/video/7532328101028580613,0.0,@felicia_olshop02,felicia_olshop02,2024-07-29T00:00:00+00:00,[],[],2025-08-22 04:19:48,,0.0,0.0
Udah gila sih kalau menganggap politik dinasti itu budaya Asia. Dan bilang politik dinasti tidak mengapa.,,https://www.tiktok.com/@ferdiyan_ananta/video/7377388092069645600,38.0,@ferdiyan_ananta,ferdiyan_ananta,2024-06-06T00:00:00+00:00,[],[],2025-08-26 07:41:13,,0.0,0.0
,,https://www.tiktok.com/@filsokrat/video/7536119091350916357,0.0,@,,2025-08-22T09:03:08.545289+00:00,[],[],2025-08-22 09:03:08,,0.0,0.0
Rakyat udah susah tambah dipersusah,,https://www.tiktok.com/@filsokrat/video/7539331327733042437,0.0,@filsokrat,filsokrat,2025-08-22T09:03:17.343801+00:00,[],[],2025-08-22 09:03:17,,0.0,0.0
,,https://www.tiktok.com/@flamebrezy/video/7529429511776013624,0.0,@,,2025-08-22T09:03:13.505143+00:00,[],[],2025-08-22 09:03:13,,0.0,0.0
,,https://www.tiktok.com/@focus24id/video/7539453939738037509,0.0,@,,2025-08-22T09:03:16.828188+00:00,[],[],2025-08-22 09:03:16,,0.0,0.0
