facebookUrl,postId,pageName,url,time,timestamp,user,text,link,previewTitle,previewDescription,previewSource,previewTarget,likes,shares,topReactionsCount,media,feedbackId,topLevelUrl,facebookId,pageAdLibrary,inputUrl,textReferences,comments,isVideo,viewsCount,actionLink,mentions,hashtags,scraped_at
https://www.facebook.com/KOMPAScom,1281091827380262,KOMPAScom,https://www.facebook.com/KOMPAScom/posts/pfbid0Nkn9PvREicLt6inox75dWFsxHDLryunwFbEGy6bMCTTCtZ9jg6SPGtPzmK7dKypsl,2025-08-26T07:59:10.000Z,1756195150,"{'id': '100064383715647', 'name': 'Kompas.com', 'profileUrl': 'https://www.facebook.com/KOMPAScom', 'profilePic': 'https://scontent-lax3-1.xx.fbcdn.net/v/t39.30808-1/242062664_10160239107686535_5542884273055621501_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=p3iNh4awEA0Q7kNvwELJcR1&_nc_oc=Adk7d7j9LYc205PkAM4DICKgz-WTGceoyblFCO43q1HzuaucTqSvx8zSMOk9QnAE3LA&_nc_zt=24&_nc_ht=scontent-lax3-1.xx&_nc_gid=0FO4J4hsDecC0jmUEMpHvQ&oh=00_AfXEd_N6463D85IJkMZ0y3diXEcD9kOWgS6HICOwlVyiqg&oe=68B3577E'}","Dinas Kesehatan (Dinkes) Kabupaten Bangkalan, Jatim memberikan obat cacing pada ratusan anak sekolah akibat kasus anak yang meninggal karena cacingan.",http://dlvr.it/TMhSn7,"Bocah Meninggal Akibat Cacingan, Ratusan Anak di Bangkalan Diberi Obat Cacing","Dinas Kesehatan (Dinkes) Kabupaten Bangkalan, Jatim memberikan obat cacing pada ratusan anak sekolah akibat kasus anak yang meninggal karena cacingan.",surabaya.kompas.com,"{'__typename': 'ExternalUrl', 'article_author': None, 'external_url': 'http://dlvr.it/TMhSn7', 'id': '226547524203272:1281091824046929'}",0,0,0,"[{'thumbnail': 'https://external-lax3-1.xx.fbcdn.net/emg1/v/t13/15423595772505033272?url=https%3A%2F%2Fasset.kompas.com%2Fcrops%2FAE0Xf2tNgQSbeqzvtb_rIVK-lOo%3D%2F224x2%3A1295x716%2F780x390%2Ffilters%3Awatermark%28data%2Fphoto%2F2020%2F03%2F10%2F5e6775ae18c31.png%2C0%2C-0%2C1%29%2Fdata%2Fphoto%2F2025%2F08%2F26%2F68ad60bedcefc.jpg&fb_obo=1&utld=kompas.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75_tt6&_nc_gid=0FO4J4hsDecC0jmUEMpHvQ&_nc_oc=AdlOjYWd6Dc5U194SxGsjrGM5T2SmNCEcJbYXS6L5VZL0wb7UTD_adhU97d_PsTmhEE&ccb=13-1&oh=06_Q3-2AR8aPXGxxTLJnms-0u-PPqiGu0W4psf5PLyjmAFTlQBv&oe=68AF5DB2&_nc_sid=139b9a', '__typename': 'GenericAttachmentMedia', '__isMedia': 'GenericAttachmentMedia', 'flexible_height_share_image': None, 'large_share_image': {'height': 261, 'uri': 'https://external-lax3-1.xx.fbcdn.net/emg1/v/t13/15423595772505033272?url=https%3A%2F%2Fasset.kompas.com%2Fcrops%2FAE0Xf2tNgQSbeqzvtb_rIVK-lOo%3D%2F224x2%3A1295x716%2F780x390%2Ffilters%3Awatermark%28data%2Fphoto%2F2020%2F03%2F10%2F5e6775ae18c31.png%2C0%2C-0%2C1%29%2Fdata%2Fphoto%2F2025%2F08%2F26%2F68ad60bedcefc.jpg&fb_obo=1&utld=kompas.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75_tt6&_nc_gid=0FO4J4hsDecC0jmUEMpHvQ&_nc_oc=AdlOjYWd6Dc5U194SxGsjrGM5T2SmNCEcJbYXS6L5VZL0wb7UTD_adhU97d_PsTmhEE&ccb=13-1&oh=06_Q3-2AR8aPXGxxTLJnms-0u-PPqiGu0W4psf5PLyjmAFTlQBv&oe=68AF5DB2&_nc_sid=139b9a', 'width': 500}, 'id': '1281091824046929'}]",ZmVlZGJhY2s6MTI4MTA5MTgyNzM4MDI2Mg==,https://www.facebook.com/100064383715647/posts/1281091827380262,100064383715647,"{'is_business_page_active': False, 'id': '17353926534'}",https://www.facebook.com/KOMPAScom,,,,,,,,2025-08-28 09:27:41
