source,target,relation,video_url,video_title,timestamp,scraped_at
@kopercayakah,#rockygerung,hashtag_use,https://www.tiktok.com/@kopercayakah/video/7539857398110932232,Ko Percaya Kah amnesti Hasto ini mengancam Dinasti Jokowi? #rockygerung #jokowidodo #indonesia #poli,2025-08-20T02:29:03.949555+00:00,2025-08-27T02:29:03.911642+00:00
@kopercayakah,#jokowidodo,hashtag_use,https://www.tiktok.com/@kopercayakah/video/7539857398110932232,Ko Percaya Kah amnesti Hasto ini mengancam Dinasti Jokowi? #rockygerung #jokowidodo #indonesia #poli,2025-08-20T02:29:03.949555+00:00,2025-08-27T02:29:03.911642+00:00
@kopercayakah,#indonesia,hashtag_use,https://www.tiktok.com/@kopercayakah/video/7539857398110932232,Ko Percaya Kah amnesti Hasto ini mengancam Dinasti Jokowi? #rockygerung #jokowidodo #indonesia #poli,2025-08-20T02:29:03.949555+00:00,2025-08-27T02:29:03.911642+00:00
@kopercayakah,#politik,hashtag_use,https://www.tiktok.com/@kopercayakah/video/7539857398110932232,Ko Percaya Kah amnesti Hasto ini mengancam Dinasti Jokowi? #rockygerung #jokowidodo #indonesia #poli,2025-08-20T02:29:03.949555+00:00,2025-08-27T02:29:03.911642+00:00
@kopercayakah,#dinastipolitik,hashtag_use,https://www.tiktok.com/@kopercayakah/video/7539857398110932232,Ko Percaya Kah amnesti Hasto ini mengancam Dinasti Jokowi? #rockygerung #jokowidodo #indonesia #poli,2025-08-20T02:29:03.949555+00:00,2025-08-27T02:29:03.911642+00:00
@kami_bosan,@story,mentioned_in_video,https://www.tiktok.com/@kami_bosan/video/7343558340401827077,created by stop politik dinasti with @story random’s suara asli - suhada,2024-03-07T00:00:00+00:00,2025-08-27T02:29:05.707528+00:00
@creative.trader2.0,#s,hashtag_use,https://www.tiktok.com/@creative.trader2.0/video/7335766949026073862,5 Dinasti Politik di Indonesia. Siapa yang paling hebat ? #s,2024-02-15T00:00:00+00:00,2025-08-27T02:29:07.339835+00:00
